original,canonical_name,confidence,rule,reasons,ambiguity,requires_review
TV-SAT-ENTER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-SAT-LEFT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-SAT-RIGHT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-SAT_UP,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-SCREEN,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-SPORTS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-STB,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-SYSTEM,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-THEATER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-TUNER-SELECT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-TV,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-TV/VCR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-TVD,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-V3,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-VCR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-VI,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-VIDEO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-VIDEO-1,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-VIDEO-1-SELECT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-VIDEO-2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-VIDEO-2-SELECT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-VIDEO-3,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-VIDEO-3-SELECT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-VIDEO-4,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-VIDEO-4-SELECT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-VIDEO-5-SELECT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-VIDEO-6-SELECT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-VIDEO-ONLY,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-VOL+,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-VOL-,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-Video,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-WEB,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-ZONE2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV-channel+,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/AUDIO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/AUX,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/AUX/4,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/AUX_(4),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/AUX_PULSE_1,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/AUX_PULSE_2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/AUX_PULSE_3,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/AV,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/AV(VGA),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/AV-SELECTION,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/AV/PC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/AV_INPUT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/CABLE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/CAT/SAT_POWER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/CATV,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/CBL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/CD,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/CD(Zone2),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/DBS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/DISC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/DSC/VID1/VID2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/DSS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/DSS_-_SELECT_DSS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/DSS_-_SELECT_TV,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/DTV,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/DVD,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/DVR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/EXIT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/EXT1/2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/FAV/RAD,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/FAV/RADIO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/LD,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/LDP,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/LINE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/LIST,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/MONITOR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/OI-BU-IB-LYEOK,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/PC/AV,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/PVR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/R,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/R/BLUE/BLAU,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/R/BLUE/BLAU_B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/RA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/RAD,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/RADIO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/RADO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/RGB,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/Rad,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/Radio,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/SAT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/SAT(+POWER),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/SAT/VID,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/SAT1,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/SAT_A,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/STB,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/Sat,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/TAPE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/TEXT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/THEATER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/TLV,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/TX,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/TXT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VCR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VCR-E,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VCR-O,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VCR/INPUT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VCR/SOURCE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VCR_EXTRA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VCR_INPUT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VCR_TIMER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VD,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VI,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VID,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VID3,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VIDEO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VIDEO-B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VIDEO2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VIDEO_MONITOR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VIDEO_REMOTE_2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VIDEO_SPAC.,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VTC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VTR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/VTR-TV/SAT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/Video,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/WEB,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/_DSS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/_SAT/_CABLE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV/_VIDEO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV1,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV10,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV11/CP,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV12/./..,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV3,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV33,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV4,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV5,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV6,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV7,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV8,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV9,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVAV,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVButton,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVDVD,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVFM,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVGUIDE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVGuide,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVGuideFull,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVGuideShort,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVINPUT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVLOG,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVMODE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVMUTE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVMix,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVOL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVOUT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVPOWER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVPWR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVPrograms,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVRAD,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVRADIO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVSAT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVSOUND,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVSRC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVSTANDBY/ON,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVSURROUND,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVSYS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVSystem,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVTV,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVTV-A,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVTV-B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVVCR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVVIDEO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVVOL+,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TVVOL-,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV\Video,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_(A),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_(B),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_(CONTROL),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_(LISTING_MODE),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_(ZONE2),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_(ZONE3),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_+,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_+10,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_+100,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_-/--,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_///,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_/_AUX,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_/_AV_/_VIDEO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_/_CATV,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_/_VCR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_/_VIDEO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_0,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_0/AUX,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_0_(&!/),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_0_(?_!),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_0_(AUX),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_1,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_10,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_100+_(+10),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_100/ENT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_100/ENT_(DISPLAY),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_100_(ENTER),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_1_(ABC),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_1_(AM/SUN),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_1_(Q_Z),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_1_(SUN),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_2_(A_B_C),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_2_(DEF),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_2_(MON),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_2_(PM/MON),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_3,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_3X3,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_3_(D_E_F),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_3_(GHI),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_3_(TUE),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_4,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_4_(G_H_I),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_4_(JKL),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_4_(WED),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_5,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_5_(DAILY),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_5_(J_K_L),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_5_(MNO),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_5_(THU),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_5_DAILY,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_6,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_6_(CL),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_6_(FRI),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_6_(M_N_O),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_6_(PL),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_6_(PQR),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_6_(WEEKLY),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_6_PL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_6_WEEKLY,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_7,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_7/P,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_7_(P_R_S),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_7_(SAT),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_7_(STU),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_8,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_8/DAILY_(M-F),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_8_(AM),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_8_(DAILY),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_8_(DAILY_M-F),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_8_(M-F),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_8_(T_U_V_AM),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_8_(VWX),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_8_AM,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_9,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_9/WEEKLY,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_9_(PM),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_9_(WEEKLY),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_9_(W_X_Y_PM),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_9_(YZ),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_9_PM,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_<,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_>,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_A,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_ADJUST_+,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_ADJUST_-,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_ADJUST_<,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_ADJUST_>,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_ADJUST_V,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_ADJUST_^,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_ADJ_<,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_ADJ_>,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_ANALOG,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_ANT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_ANT/AUX,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_ANT_A/B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_ANY_V,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_ANY_^,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_ASPECT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_AUDIO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_AUDIO_LEVEL_V,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_AUDIO_LEVEL_^,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_AUDIO_MONITOR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_AUDIO_V,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_AUDIO_VIDEO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_AUDIO_^,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_AUX,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_AUX_/\,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_AUX_<,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_AUX_>,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_AUX_\/,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_AV,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_AVX,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_Audio,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_BLUE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_BRIGHT_MINUS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_BRIGHT_PLUS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_CANCEL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_CANCEL(CRESET/CH),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_CENTER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_CH+,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_CH-,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_CH/HYPER_SCAN+,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_CH/HYPER_SCAN-,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_CH/SET_+,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_CH/SET_-,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_CHANNEL_+,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_CHANNEL_-,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_CHANNEL_--,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
TV_CHANNEL_DOWN,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
