original_name,count,example_paths,canonical_name,confidence,reason,ambiguity
kp_4,1,"[""_Converted_/CSV/T/Tokai/Unknown_DVD-715/32,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
kp_5,1,"[""_Converted_/CSV/T/Tokai/Unknown_DVD-715/32,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
kp_6,1,"[""_Converted_/CSV/T/Tokai/Unknown_DVD-715/32,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
kp_7,1,"[""_Converted_/CSV/T/Tokai/Unknown_DVD-715/32,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
kp_8,1,"[""_Converted_/CSV/T/Tokai/Unknown_DVD-715/32,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
kp_9,1,"[""_Converted_/CSV/T/Tokai/Unknown_DVD-715/32,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
kp_plus10,1,"[""_Converted_/CSV/T/Tokai/Unknown_DVD-715/32,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
KPENTER,1,"[""_Converted_/CSV/A/Acer/Unknown_Aspire/4_15.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
KPLUS10,1,"[""_Converted_/CSV/J/JVC/Unknown_SXV037J/239_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
KPMINUS2,1,"[""_Converted_/IR_Plus/S/SONY/RM-D7M.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
KPPLUS2,1,"[""_Converted_/IR_Plus/S/SONY/RM-D7M.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
KPSLASH,1,"[""_Converted_/CSV/A/Acer/Unknown_Aspire/4_15.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
krasn,1,"[""_Converted_/CSV/H/Hitachi/Unknown_Hitachi/80_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
KSTNE,1,"[""_Converted_/Pronto/S/Sony/SonyTV_5.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
KSTON,1,"[""_Converted_/Pronto/S/Sharp/SharpTV_3.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Ku-Sat,1,"[""_Converted_/Pronto/T/Toshiba/TRX-1420.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
KU-SAT,1,"[""_Converted_/Pronto/T/Toshiba/TRX-80.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
kw,1,"[""_Converted_/CSV/K/Kworld/Unknown_VS-PRV-TV/134_107.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L +,1,"[""_Converted_/IR_Plus/L/LUTRON/GrafikEye3k-4k.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L -,1,"[""_Converted_/IR_Plus/L/LUTRON/GrafikEye3k-4k.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L ARM DOWN,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L ARM IN,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L ARM LEAN FWD,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L ARM LISTEN,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L ARM OUT,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L ARM PICK UP,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L ARM STRIKE 1,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L ARM STRIKE 2,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L ARM SWEEP,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L ARM TALK BACK,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L ARM THROW,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L ARM THUMP,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L ARM UP,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L ARM WHISTLE,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L DEMO 2,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L LEFT,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L STRIKE 3,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L TURN STEP,1,"[""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L+,1,"[""_Converted_/Pronto/R/RFT/GEN_SAT.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L-,1,"[""_Converted_/Pronto/R/RFT/GEN_SAT.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L-CLICK/BOTTOM,1,"[""_Converted_/Pronto/S/Sharp/XG-E1200U_LCD_PROJECTOR.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L-D,1,"[""_Converted_/Pronto/P/Proceed/Pav-Posp.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L-PLAY,1,"[""_Converted_/CSV/M/Marantz/Unknown_RC-1400/4,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L._MEM,1,"[""_Converted_/CSV/P/Pioneer/DVD_Changer/163,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L.D._(3),1,"[""_Converted_/CSV/M/Madrigal/Receiver/5_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L.select,1,"[""_Converted_/CSV/T/Toshiba/Unknown_VT-209W/68,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
l/a,1,"[""_Converted_/CSV/C/CAT/Unknown_KF-9816/0_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L/r,1,"[""TVs/Toshiba/Toshiba_CT-32F2.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
l/r/st,1,"[""_Converted_/CSV/S/SEG/Unknown_E6900-X020A/2,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L/R_+_(DELAY_TIME),1,"[""_Converted_/CSV/N/NEC/Surround_Processor/13,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L/R_-_(DELAY_TIME),1,"[""_Converted_/CSV/N/NEC/Surround_Processor/13,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L/TP_OFF,1,"[""_Converted_/Pronto/S/Sony/VTX-100_TUNER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L1_-SLIP_<,1,"[""_Converted_/CSV/B/Big_Ben/Game_Console/67_164.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L2_-REW,1,"[""_Converted_/CSV/B/Big_Ben/Game_Console/67_164.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L4,1,"[""_Converted_/CSV/R/Ranex/Unknown_RGB/64,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L7_(LISTING_MODE),1,"[""_Converted_/CSV/L/Lexicon/Surround_Processor/130_11.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L7_FILM,1,"[""_Converted_/CSV/L/Lexicon/Receiver/130_11.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L7_MS,1,"[""_Converted_/CSV/L/Lexicon/Receiver/130_11.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L7_MUSIC,1,"[""_Converted_/CSV/L/Lexicon/Receiver/130_11.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L7_TV,1,"[""_Converted_/CSV/L/Lexicon/Receiver/130_11.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L<,1,"[""_Converted_/CSV/C/Carver/Cassette_Tape/18_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L</PAGE,1,"[""_Converted_/CSV/M/Meridian/Surround_Processor/19,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
l<<TRACK,1,"[""_Converted_/Pronto/R/Rotel/RCD-1520.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L_(LEFT_MOUSE_CLICK),1,"[""_Converted_/Pronto/O/Optoma/EH1060.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L_+_(DELAY_TIME),1,"[""_Converted_/CSV/N/NEC/Surround_Processor/13,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L_-_(DELAY_TIME),1,"[""_Converted_/CSV/N/NEC/Surround_Processor/13,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L_BALANCE,1,"[""_Converted_/CSV/L/Lexicon/Surround_Processor/133_2.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L_Blue,1,"[""LED_Lighting/Unknown/44_Button_Generic_LED.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L_Click,1,"[""Projectors/NEC/NEC_RD469e.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
l_click,1,"[""_Converted_/CSV/N/NEC/Unknown_RD-409E/24,233.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L_Green,1,"[""LED_Lighting/Unknown/44_Button_Generic_LED.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L_NIGHT,1,"[""_Converted_/CSV/I/Integra/Receiver/210_108.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L_Orange,1,"[""LED_Lighting/Unknown/44_Button_Generic_LED.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L_Red,1,"[""LED_Lighting/Unknown/44_Button_Generic_LED.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
l_shuttle,1,"[""_Converted_/CSV/J/JVC/Unknown_jvc-lp20465-005-vcr/67_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L_SURR,1,"[""_Converted_/Pronto/C/Classe/SSP-P50.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L_SURR_T0,1,"[""_Converted_/CSV/C/Classe_Audio/Surround_Processor/25_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
L_SURR_T1,1,"[""_Converted_/CSV/C/Classe_Audio/Surround_Processor/25_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
La power,1,"[""LED_Lighting/HLKZine/Astronaut_Star_Projector.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
La+,1,"[""LED_Lighting/HLKZine/Astronaut_Star_Projector.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
La-,1,"[""LED_Lighting/HLKZine/Astronaut_Star_Projector.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
La-mode,1,"[""LED_Lighting/HLKZine/Astronaut_Star_Projector.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lake,1,"[""LED_Lighting/Unknown/44_Button_Generic_LED.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAME,1,"[""_Converted_/CSV/D/Dream_Multimedia/Unknown_URC7562/0_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAME!,1,"[""_Converted_/CSV/D/Dream/Satellite/26_0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lamp Mode,1,"[""_Converted_/IR_Plus/N/NEC/RD-427E.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP MODE,1,"[""_Converted_/IR_Plus/O/OPTOMA/HD-Series.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP-0,1,"[""_Converted_/Pronto/B/Bang_&_Olufsen/AV_7000_LIGHT.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP-1,1,"[""_Converted_/Pronto/B/Bang_&_Olufsen/AV_7000_LIGHT.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP-2,1,"[""_Converted_/Pronto/B/Bang_&_Olufsen/AV_7000_LIGHT.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP-3,1,"[""_Converted_/Pronto/B/Bang_&_Olufsen/AV_7000_LIGHT.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP-4,1,"[""_Converted_/Pronto/B/Bang_&_Olufsen/AV_7000_LIGHT.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP-5,1,"[""_Converted_/Pronto/B/Bang_&_Olufsen/AV_7000_LIGHT.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP-6,1,"[""_Converted_/Pronto/B/Bang_&_Olufsen/AV_7000_LIGHT.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP-7,1,"[""_Converted_/Pronto/B/Bang_&_Olufsen/AV_7000_LIGHT.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP-8,1,"[""_Converted_/Pronto/B/Bang_&_Olufsen/AV_7000_LIGHT.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP-9,1,"[""_Converted_/Pronto/B/Bang_&_Olufsen/AV_7000_LIGHT.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP-HIGH,1,"[""_Converted_/Pronto/D/Digital_Projection/3GV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP-LOW,1,"[""_Converted_/Pronto/D/Digital_Projection/3GV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP-ON,1,"[""_Converted_/Pronto/E/Elmo/TRS-35XG.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP1-POWER-OFF,1,"[""_Converted_/Pronto/M/Mediland/VAL_LUX_600.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP1-POWER-ON,1,"[""_Converted_/Pronto/M/Mediland/VAL_LUX_600.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP1-STANDBY,1,"[""_Converted_/Pronto/M/Mediland/VAL_LUX_600.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP2-POWER-OFF,1,"[""_Converted_/Pronto/M/Mediland/VAL_LUX_600.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP2-POWER-ON,1,"[""_Converted_/Pronto/M/Mediland/VAL_LUX_600.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP2-STANDBY,1,"[""_Converted_/Pronto/M/Mediland/VAL_LUX_600.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP3-POWER-OFF,1,"[""_Converted_/Pronto/M/Mediland/VAL_LUX_600.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP3-POWER-ON,1,"[""_Converted_/Pronto/M/Mediland/VAL_LUX_600.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP3-STANDBY,1,"[""_Converted_/Pronto/M/Mediland/VAL_LUX_600.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP_1,1,"[""_Converted_/CSV/D/Digital_Projection/Video_Projector/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP_2,1,"[""_Converted_/CSV/D/Digital_Projection/Video_Projector/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lamp_Control,1,"[""Projectors/Eiki/Eiki_Projector.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP_CONTROL,1,"[""_Converted_/Pronto/S/Sanyo/PLV-Z2000.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lamp_Mode,1,"[""_Converted_/CSV/N/NEC/Unknown_RD-427E/24,233.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP_MODE,1,"[""_Converted_/Pronto/N/NEC/NEC_NP40.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP_OFF,1,"[""_Converted_/Pronto/P/Planar/Generic_Display_Remote.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAMP_ON,1,"[""_Converted_/Pronto/P/Planar/Generic_Display_Remote.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAN/USB,1,"[""_Converted_/Pronto/E/Epson/Power_Lite_Pro_G5650W.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lang(AD),1,"[""Cable_Boxes/Cahors/Cahors_TVS_7900HD_TNT_Sat.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LANG/MULTI,1,"[""_Converted_/IR_Plus/Z/ZEHNDER/ZX2101.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LANG_[PWR?],1,"[""_Converted_/Pronto/O/OAK/SIGMA_ONE.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lang_audio,1,"[""TVs/Platinum/Platinum_PT2020LED.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lap,1,"[""Fans/EasyHome/EasyHome_PFR40RT.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAP,1,"[""_Converted_/CSV/M/Marantz/Unknown_RC-65CD/20,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LARGE,1,"[""_Converted_/CSV/D/Dream_Multimedia/Unknown_URC7562/0_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LARGE/NORMAL,1,"[""_Converted_/Pronto/J/JVC/HRD_540_(A_CODE).ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LARGE_SQ_BUTTON,1,"[""_Converted_/Pronto/P/Panasonic/PROJECTOR.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LargerThan10,1,"[""_Converted_/CSV/P/Pioneer/Unknown_CU-PD046/162,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Laser,1,"[""Speakers/Generic_Unknown_Brand/bl-xk01.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Laser Light,1,"[""LED_Lighting/BeamZ/BeamZ_Skynight.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Laser ON/OFF,1,"[""LED_Lighting/BeamZ/BeamZ_Skynight.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LASER-DISC-POWER-ON,1,"[""_Converted_/Pronto/D/Denon/DISCREET_CODES.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LASER_-_INPUT5,1,"[""_Converted_/CSV/E/Elan/HD/5_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LASER_BRIGHTNESS,1,"[""Speakers/Ottolives/ROHS_BL_XK01.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LASER_DISC/3,1,"[""_Converted_/Pronto/P/Proceed/PAV_W-DSD.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Laser_fade,1,"[""Speakers/Generic_Unknown_Brand/bl-xk01.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lasko_osc,1,"[""Fans/Lasko/Lasko_Fan_S18640.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lasko_power,1,"[""Fans/Lasko/Lasko_Fan_S18640.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lasko_speed,1,"[""Fans/Lasko/Lasko_Fan_S18640.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lasko_therm,1,"[""Fans/Lasko/Lasko_Fan_S18640.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lasko_timer,1,"[""Fans/Lasko/Lasko_Fan_S18640.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Last ch,1,"[""TVs/Enseo/Enseo_full.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAST CHANNEL,1,"[""_Converted_/IR_Plus/B/BENQ/TV 3.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Last Input,1,"[""SoundBars/Vizio/Vizio_V51x-J6.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAST VIEW,1,"[""_Converted_/IR_Plus/P/PANASONIC/DMR-BCT73-83.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAST-CHNL,1,"[""_Converted_/IR_Plus/F/FAVAL/MercuryHS100.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Last-memo,1,"[""_Converted_/Pronto/P/Pioneer/DVL919.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Last-yellow,1,"[""_Converted_/CSV/R/Radix/Unknown_DTR-9000-Twin/0,127.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
last.fm select (*5),1,"[""_Converted_/Other/Maranz/Marantz_main_zone.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAST/PREVIOUS,1,"[""_Converted_/CSV/M/Motorola/Cable_Box/0,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAST/RECALL,1,"[""_Converted_/Pronto/Z/Zinwell/Satellite_Receiver.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAST1A,1,"[""_Converted_/IR_Plus/V/VIZIO/Discrete.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAST_/_THX,1,"[""_Converted_/CSV/A/Arcam/Receiver/16_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAST_[5?],1,"[""_Converted_/Pronto/O/OAK/SIGMA_ONE.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
last_ch,1,"[""_Converted_/CSV/G/General_Instruments/Unknown_550/-1_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Last_Ch,1,"[""_Converted_/Pronto/E/Entone_Cable_Box/Clear_Vision_Clear_Lk_Iowa_Cbl_Box_w-DVR_by_Drew.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAST_CH/RECALL,1,"[""_Converted_/Pronto/C/Cisco/Explorer_8640HDC.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Last_Channel,1,"[""_Converted_/Pronto/H/Hitachi/42HDX99.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAST_PLAY(LAST_MEMORY),1,"[""_Converted_/Pronto/I/Integra/DPC-DPS-DV_Series.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
last_pr,1,"[""_Converted_/CSV/T/trio/Unknown_xms007/8,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
last_prog,1,"[""_Converted_/CSV/T/Thomson/Unknown_TV/7,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAST_SELECTED_ANT.,1,"[""_Converted_/CSV/R/RCA/DSS/7,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
lastCH,1,"[""_Converted_/CSV/G/Gigabyte/Unknown_TV/134_107.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LastCh,1,"[""_Converted_/CSV/M/Motorola/Unknown_4dtv/0,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LastMemo,1,"[""_Converted_/CSV/S/Sanyo/Unknown_RB-SL22/60,196.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
lastprog,1,"[""_Converted_/CSV/S/Satelco/Sat/24,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lastview,1,"[""TVs/Panasonic/Panasonic_Unknown_Full.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Last~Channel,1,"[""Universal_TV_Remotes/User_Created/UniversalSamsungFF.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LATE-NIGHT,1,"[""_Converted_/Pronto/P/Proceed/Pav-Posp.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LATE_NIGHT_OFF,1,"[""_Converted_/Pronto/P/Proceed/AVP.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LATE_NIGHT_ON,1,"[""_Converted_/Pronto/P/Proceed/AVP.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LATE_NIGHT_STATE,1,"[""_Converted_/CSV/I/Integra/Receiver/210_108.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LATE_NITE,1,"[""_Converted_/CSV/I/Integra/Receiver/210_108.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LATENITE,1,"[""_Converted_/Pronto/N/NAD/T_770.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Launch,1,"[""_Converted_/CSV/N/NorthQ/Unknown_6400/8,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
laut,1,"[""_Converted_/CSV/F/Fisher/Unknown_ra/60_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Layer,1,"[""Blu-Ray/Marantz/Marantz_UD7007_(RC006UD).ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Layout,1,"[""Videoconferencing/Tandberg/Tandberg_TRC_V_iTV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAYOUT,1,"[""_Converted_/Pronto/T/Tandberg/Codec_C90.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LBALANCE-E,1,"[""_Converted_/Pronto/C/Carver/CARVER_AUDIO_SWITCHER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LBALANCE-O,1,"[""_Converted_/Pronto/C/Carver/CARVER_AUDIO_SWITCHER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LBOX,1,"[""_Converted_/CSV/L/Lumagen/Scaler/2_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
lc,1,"[""_Converted_/CSV/J/Jerrold/Unknown_550-osd/0_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LCD Bright,1,"[""_Converted_/IR_Plus/C/CAMBRIDGE AUDIO/851A.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LCD Dim,1,"[""_Converted_/IR_Plus/C/CAMBRIDGE AUDIO/851A.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LCD Off,1,"[""_Converted_/IR_Plus/C/CAMBRIDGE AUDIO/851A.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LCD-PWR,1,"[""_Converted_/IR_Plus/O/ODYS/TV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LCD-SETUP,1,"[""_Converted_/IR_Plus/O/ODYS/TV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lcd_Change,1,"[""Audio_and_Video_Receivers/Fossi Audio/Fossi_Audio_ZH3.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lcd_focus_dn,1,"[""Projectors/Sony/Sony_RM_PJ1000.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lcd_focus_up,1,"[""Projectors/Sony/Sony_RM_PJ1000.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lcd_shift_dn,1,"[""Projectors/Sony/Sony_RM_PJ1000.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lcd_shift_up,1,"[""Projectors/Sony/Sony_RM_PJ1000.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lcd_zoom_dn,1,"[""Projectors/Sony/Sony_RM_PJ1000.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lcd_zoom_up,1,"[""Projectors/Sony/Sony_RM_PJ1000.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
