original_name,count,example_paths,canonical_name,confidence,reason,ambiguity
LCK,1,"[""_Converted_/Pronto/M/Matrix_Systems/MVP_SERIES.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Lclick,1,"[""Projectors/Sharp/Sharp_RRMCGA664WJSA_Notevision XR-32S-L.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LCV_(CHANGE),1,"[""_Converted_/CSV/G/Go_Video/VCR/132_98.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD (raw),1,"[""_Converted_/Pronto/M/Marantz/SR96.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD DISPLAY,1,"[""_Converted_/IR_Plus/P/PIONEER/CU-A001.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD NEXT,1,"[""_Converted_/IR_Plus/P/PIONEER/CU-A001.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD PAUSE,1,"[""_Converted_/IR_Plus/P/PIONEER/CU-A001.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD PLAY,1,"[""_Converted_/IR_Plus/P/PIONEER/CU-A001.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD POWER,1,"[""_Converted_/IR_Plus/P/PIONEER/CU-A001.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD PREV,1,"[""_Converted_/IR_Plus/P/PIONEER/CU-A001.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD STOP,1,"[""_Converted_/IR_Plus/P/PIONEER/CU-A001.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD V,1,"[""_Converted_/IR_Plus/Y/YAMAHA/RX-V850.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD V SELECT,1,"[""_Converted_/IR_Plus/Y/YAMAHA/VS71360.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD V-CHAPTER/CH +,1,"[""_Converted_/IR_Plus/Y/YAMAHA/VS71360.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD V-CHAPTER/CH -,1,"[""_Converted_/IR_Plus/Y/YAMAHA/VS71360.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD V-DISPLAY,1,"[""_Converted_/IR_Plus/Y/YAMAHA/VS71360.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD V-PAUSE/STOP,1,"[""_Converted_/IR_Plus/Y/YAMAHA/VS71360.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD V-PLAY,1,"[""_Converted_/IR_Plus/Y/YAMAHA/VS71360.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD V-SEARCH FWD,1,"[""_Converted_/IR_Plus/Y/YAMAHA/VS71360.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD V-SEARCH REW,1,"[""_Converted_/IR_Plus/Y/YAMAHA/VS71360.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD V-STOP,1,"[""_Converted_/IR_Plus/Y/YAMAHA/VS71360.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD+10,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-0,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-2,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-3,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-4,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-5,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-6,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-7,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-8,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-9,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-E,1,"[""_Converted_/Pronto/C/Carver/CARVER_AUDIO_SWITCHER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-Fast-forward,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-FFWD,1,"[""_Converted_/Pronto/K/Kenwood/KRV-8050.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-O,1,"[""_Converted_/Pronto/C/Carver/CARVER_AUDIO_SWITCHER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-PAUSE,1,"[""_Converted_/Pronto/K/Kenwood/KRV-8050.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Ld-pause,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-play,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-POWER,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-POWER-OFF,1,"[""_Converted_/Pronto/P/Pioneer/DISCREET_CODES.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-POWER-ON,1,"[""_Converted_/Pronto/P/Pioneer/DISCREET_CODES.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-REW,1,"[""_Converted_/Pronto/K/Kenwood/KRV-8050.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-rewind,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-stop,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-trk+,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD-trk-,1,"[""_Converted_/Pronto/P/Pioneer/CU-VXX115.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD1,1,"[""_Converted_/Pronto/S/Sony/str-da3100es.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD\TV_PAUSE/STOP,1,"[""_Converted_/Pronto/Y/Yamaha/RXV2090.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_(A),1,"[""_Converted_/Pronto/S/Sony/1ST_5_SOURCE_SELECTIONS_ARE_2_COMMANDS_IN_A_ROW._A_THEN_B.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_(B),1,"[""_Converted_/Pronto/S/Sony/1ST_5_SOURCE_SELECTIONS_ARE_2_COMMANDS_IN_A_ROW._A_THEN_B.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_<<<,1,"[""_Converted_/Pronto/P/Pioneer/VS-X305_RECIEVER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_<<_(TUNING_<<),1,"[""_Converted_/CSV/K/Kenwood/Receiver/12_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_>,1,"[""_Converted_/Pronto/P/Pioneer/VS-X305_RECIEVER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_>>>,1,"[""_Converted_/Pronto/P/Pioneer/VS-X305_RECIEVER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_>>_(TUNING_>>),1,"[""_Converted_/CSV/K/Kenwood/Receiver/12_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_>>|,1,"[""_Converted_/Pronto/P/Pioneer/VS-X305_RECIEVER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_[],1,"[""_Converted_/Pronto/P/Pioneer/VS-X305_RECIEVER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_A,1,"[""_Converted_/CSV/M/Meridian/Remote_Control/19,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_ANY_^,1,"[""_Converted_/CSV/K/Kenwood/Receiver/182_75.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_ANY_V,1,"[""_Converted_/CSV/K/Kenwood/Receiver/182_75.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_B,1,"[""_Converted_/CSV/M/Meridian/Remote_Control/19,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_BACK,1,"[""_Converted_/Pronto/R/Rotel/RR950.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_DISC_+/A,1,"[""_Converted_/CSV/M/Marantz/Receiver/12,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_DISC_B/-,1,"[""_Converted_/CSV/M/Marantz/Receiver/12,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_E,1,"[""_Converted_/Pronto/C/Carver/CT-27V.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_ENTER,1,"[""_Converted_/CSV/K/Kenwood/Receiver/182_75.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_F_TRK,1,"[""_Converted_/Pronto/H/Harman_Kardon/AVR70_AUD-VID_RCVER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_FUNCTION,1,"[""_Converted_/CSV/K/Kenwood/Receiver/182_75.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_INPUT,1,"[""_Converted_/CSV/K/Kenwood/Receiver/184_3.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_INPUT_SEL,1,"[""_Converted_/CSV/P/Pioneer/TV/170,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_O,1,"[""_Converted_/Pronto/C/Carver/CT-27V.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_OPEN/CLOSE_(REC),1,"[""_Converted_/CSV/K/Kenwood/Receiver/12_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_PAUSE/STOP,1,"[""_Converted_/Pronto/Y/Yamaha/RXV-2090.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_PAUSE_(AUTO),1,"[""_Converted_/CSV/K/Kenwood/Receiver/12_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_PLAY_>_(P.CALL),1,"[""_Converted_/CSV/K/Kenwood/Receiver/12_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_R_TRK,1,"[""_Converted_/Pronto/H/Harman_Kardon/AVR70_AUD-VID_RCVER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_SCAN_<<,1,"[""_Converted_/CSV/K/Kenwood/Receiver/182_75.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_SCAN_>>,1,"[""_Converted_/CSV/K/Kenwood/Receiver/182_75.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_SEARCH_<<_(ANY_V),1,"[""_Converted_/CSV/K/Kenwood/Receiver/12_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_SEARCH_>>_(ANY_^),1,"[""_Converted_/CSV/K/Kenwood/Receiver/12_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_SIDE_A,1,"[""_Converted_/Pronto/P/Pioneer/VS-X305_RECIEVER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_SIDE_B,1,"[""_Converted_/Pronto/P/Pioneer/VS-X305_RECIEVER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_STOP_(BAND),1,"[""_Converted_/CSV/K/Kenwood/Receiver/12_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_V,1,"[""_Converted_/CSV/Y/Yamaha/Unknown_RX-V850/122_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_|<<,1,"[""_Converted_/Pronto/P/Pioneer/VS-X305_RECIEVER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LD_||,1,"[""_Converted_/Pronto/P/Pioneer/VS-X305_RECIEVER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LDP,1,"[""_Converted_/Pronto/A/ADA/CINEMA_REFERENCE.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
ldtv,1,"[""_Converted_/CSV/Y/Yamaha/Unknown_VM70300/122_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LDV,1,"[""_Converted_/CSV/Y/Yamaha/Receiver/122_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
learn,1,"[""_Converted_/CSV/J/Jerrold/Unknown_550-osd/0_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEARN_(CODE),1,"[""_Converted_/Pronto/G/General_Instruments/MUSIC_CHIOCE_TUNER_DCR-4000.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEAVE_STANDBY,1,"[""_Converted_/CSV/K/Kaleidescape/Distributed/69_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED Brightness,1,"[""LED_Lighting/BeamZ/BeamZ_Skynight.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED Display,1,"[""ACs/Midea/Midea_AC_MAW05R1WBL.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED ON/OFF,1,"[""LED_Lighting/BeamZ/BeamZ_Skynight.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED POWER Colour,1,"[""_Converted_/IR_Plus/F/FANZTEC/GLIDE.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
led+,1,"[""Fans/Pepeo/Pepeo_Raja_DC_122_Fan.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED+,1,"[""_Converted_/IR_Plus/F/FANZTEC/GLIDE.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
led-,1,"[""Fans/Pepeo/Pepeo_Raja_DC_122_Fan.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED-,1,"[""_Converted_/IR_Plus/F/FANZTEC/GLIDE.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED_ADJUST,1,"[""_Converted_/CSV/I/iPort/MP3_Player/1_222.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED_ADJUSTMENT,1,"[""_Converted_/CSV/I/iPort/iPod/1_222.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED_Adjustment,1,"[""_Converted_/Pronto/S/Sonance/iPort.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED_BRIGHTNESS,1,"[""Speakers/Ottolives/ROHS_BL_XK01.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
led_color,1,"[""Fans/Pepeo/Pepeo_Raja_DC_122_Fan.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED_Dim,1,"[""SoundBars/TCL/TCL_TS8132.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED_Dimmer,1,"[""SoundBars/Ultimea/Ultimea_Poseidon_M20.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED_DISABLE_(0),1,"[""_Converted_/Pronto/C/Crestron/GLS-ODT-OIR.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED_Display,1,"[""ACs/Midea/Midea_WWK08CR81N.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Led_DOWN,1,"[""LED_Lighting/Unknown/44_Button_Generic_LED.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED_ENABLE,1,"[""_Converted_/Pronto/C/Crestron/GLS-ODT-OIR.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED_Off,1,"[""LED_Lighting/Dasinko/Dasinko_LED.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED_On,1,"[""LED_Lighting/Dasinko/Dasinko_LED.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Led_onoff,1,"[""Miscellaneous/EsyLux/esylux_em10425509.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Led_Power,1,"[""Speakers/Generic_Unknown_Brand/Quacker_LED_Speaker.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED_SOUND,1,"[""ACs/Midea/Midea_MP12SVKBA3RCM.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LED_Toggle,1,"[""ACs/Pioneer/PioneerMiniSplit.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
led_toggle,1,"[""Fans/Pepeo/Pepeo_Raja_DC_122_Fan.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Led_UP,1,"[""LED_Lighting/Unknown/44_Button_Generic_LED.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT ALT,1,"[""_Converted_/IR_Plus/P/PHILIPS/PFL7695K-02.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Left Arrow,1,"[""Touchscreen_Displays/BoxLight/BoxLight_Interactive_Flat_Panel_PROCOLOR653U.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT AUTO,1,"[""Miscellaneous/dBot/dBot_W100.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT MOUSE,1,"[""_Converted_/IR_Plus/S/SOUNDGRAPH/iMon.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT QUICK,1,"[""_Converted_/Pronto/S/Sanyo/PLC-9000N.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Left VolDwn,1,"[""Miscellaneous/G-Story/G-Story_Monitor.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT(NetTune),1,"[""_Converted_/IR_Plus/O/ONKYO/TX-7540.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
left-all,1,"[""_Converted_/CSV/I/Insignia/Unknown_WIR147002-8301/67_71.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Left-Click,1,"[""_Converted_/Pronto/N/NEC/RD-363E.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT-JOG,1,"[""_Converted_/Pronto/S/Sony/DVP-C560D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
left-select,1,"[""_Converted_/CSV/J/JVC/Unknown_RM-RXUT200R/159_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT-SELECT,1,"[""_Converted_/Pronto/I/InFocus_Systems/LP-290.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT-SHIFT,1,"[""_Converted_/Pronto/E/Escient/POWER_PLAY.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT-SOFT,1,"[""_Converted_/Pronto/0-9/3M/MP8650.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT-TURN,1,"[""_Converted_/Pronto/S/Sony/DVP-C560D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT/ADJ,1,"[""_Converted_/Pronto/Z/Zenith/VR2420HF.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Left/back,1,"[""TVs/Philips/Philips_32PFL7403S.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT/FREEZE/EAST,1,"[""_Converted_/Pronto/C/Chaparral/MONTEREY.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT/LOUD-,1,"[""_Converted_/CSV/R/Radix/Unknown_Alpha/138,245.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT/PREV,1,"[""_Converted_/IR_Plus/X/XORO/AudioDevice.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT/PROG-,1,"[""_Converted_/Pronto/P/Pace/MSS_SERIES_SATELLITE_RECEIVERS.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT/REV,1,"[""_Converted_/Pronto/P/Proceed/PR-MDT.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
left/right,1,"[""_Converted_/CSV/S/Siemens/Unknown_siemens1/49,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT/SELECT,1,"[""_Converted_/Pronto/0-9/3M/MP-8660.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT/TRK-,1,"[""_Converted_/Pronto/J/JVC/HRS-4600U.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Left/vol-,1,"[""TVs/Samsung/Samsung_LW17E34C.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT/W,1,"[""_Converted_/Pronto/U/Uniden/UST_4400_SUPER_R.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT/|<<,1,"[""_Converted_/Pronto/J/JVC/SR-TS1U_SUPER_VHS.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT0,1,"[""_Converted_/Pronto/T/Travelors/Model_250.ir""]",direction_left,0.58,sufixo numérico detectado: 0; alias versionado corresponde a direction_left,True
left1,1,"[""_Converted_/CSV/I/Insignia/Unknown_WIR147002-8301/67_71.ir""]",direction_left,0.58,sufixo numérico detectado: 1; alias versionado corresponde a direction_left,True
LEFT6,1,"[""_Converted_/Pronto/T/Travelors/Model_250.ir""]",direction_left,0.58,sufixo numérico detectado: 6; alias versionado corresponde a direction_left,True
LEFT8,1,"[""_Converted_/Pronto/T/Travelors/Model_250.ir""]",direction_left,0.58,sufixo numérico detectado: 8; alias versionado corresponde a direction_left,True
LEFT<,1,"[""_Converted_/CSV/P/Pioneer/DVD_Player/163,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_(<),1,"[""_Converted_/CSV/I/InFocus/Video_Projector/135_78.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_(BALANCE),1,"[""_Converted_/CSV/N/NEC/Receiver/26,228.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_(PREV/REW),1,"[""_Converted_/CSV/A/Apple/Apple_TV/238_135.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_-,1,"[""_Converted_/CSV/F/Fusion_Research/DVD_Server/17_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_1,1,"[""_Converted_/Pronto/0-9/(Generic)/HDMI_Matrix.ir""]",direction_left,0.58,sufixo numérico detectado: 1; alias versionado corresponde a direction_left,True
LEFT_2,1,"[""_Converted_/Pronto/0-9/(Generic)/HDMI_Matrix.ir""]",direction_left,0.58,sufixo numérico detectado: 2; alias versionado corresponde a direction_left,True
LEFT_^,1,"[""_Converted_/CSV/N/NEC/Surround_Processor/13,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_A,1,"[""_Converted_/CSV/M/Meridian/Remote_Control/19,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_ALT,1,"[""_Converted_/Pronto/O/ONG/PORTAL_GOLD.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_Arrow,1,"[""Cable_Boxes/Get/Get_Mini.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_ARROW/PREV_MENU,1,"[""_Converted_/Pronto/N/NAD/T785-T775-T765.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_ARROW/SOURCE,1,"[""_Converted_/Pronto/O/Optoma/EH1060.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Left_bk,1,"[""Head_Units/JVC/RM-RK258.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_BRACKET,1,"[""_Converted_/Pronto/A/Acer/WIL-8458MA.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Left_Button,1,"[""Toys/LEGO/Lego_Remote.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_CHANNEL,1,"[""_Converted_/Pronto/A/ADA/SSD-66(5.1)_DOLBY_AC-3_PREAMP.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Left_click,1,"[""Projectors/Eiki/EIKI_CMXA_Remote.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_CLICK_DN,1,"[""_Converted_/Pronto/N/NEC/MT-820.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_CLICK_UP,1,"[""_Converted_/Pronto/N/NEC/MT-820.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_CLK,1,"[""_Converted_/Pronto/P/Philips/SV201.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_CURSOR_A,1,"[""_Converted_/CSV/A/Arcam/DVD_Player/25_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_DIAG_DN,1,"[""_Converted_/Pronto/M/MindPath/MOUSE.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_DIAG_UP,1,"[""_Converted_/Pronto/M/MindPath/MOUSE.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Left_down,1,"[""Miscellaneous/Topcon/Topcon_PSR-2000_vision_test_remote.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_DPAD,1,"[""Projectors/Optoma/Optoma_DH1011.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_FRONT_T0,1,"[""_Converted_/CSV/C/Classe_Audio/Surround_Processor/25_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_FRONT_T1,1,"[""_Converted_/CSV/C/Classe_Audio/Surround_Processor/25_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_INDEX,1,"[""_Converted_/Pronto/P/Panasonic/AG-1970-1980.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Left_Knob_cc,1,"[""Toys/LEGO/Lego_Remote.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Left_Knob_cw,1,"[""Toys/LEGO/Lego_Remote.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_OF_0,1,"[""_Converted_/CSV/P/Pace/Unknown_RC-17/132,60.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_OF_IP,1,"[""_Converted_/Pronto/P/Philips/PD-5029C_MONITOR.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Left_playlist,1,"[""Audio_and_Video_Receivers/Onkyo/Onkyo_RC866M_Receiver.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Left_prev,1,"[""VCR/JVC/JVC_HR-J700E.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Left_previous,1,"[""SoundBars/TaoTronics/Taotronics_TT-SK026.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_REAR,1,"[""_Converted_/CSV/N/Nakamichi/Receiver/130,93.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Left_right,1,"[""Humidifiers/Qlima/Qlima_Humidifier.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_RW,1,"[""_Converted_/CSV/G/Gradiente/Unknown_D-10/5_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Left_Rwd,1,"[""VCR/Sony/Sony_SLV-SE610B.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_SHIFT,1,"[""_Converted_/Pronto/O/ONG/PORTAL_GOLD.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_SIDE_SYMBOLS,1,"[""_Converted_/Pronto/K/Kenwood/Sirius_Receiver.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
